Vals,Runtime
"[8, 8, 1, 0.0, 0, 3, 1.2, 0, 0.25]",2.6020548343658447
"[8, 8, 1, 0.02, 0, 3, 1.3, 0, 0.25]",1.7012829780578613
"[8, 8, 1, 0.04, 0, 3, 1.4, 0, 0.25]",1.4012055397033691
"[8, 8, 1, 0.06, 0, 3, 1.5, 0, 0.25]",1.3008098602294922
"[8, 8, 1, 0.08, 0, 3, 1.6, 0, 0.25]",1.1008687019348145
"[8, 8, 1, 0.1, 0, 3, 1.7, 0, 0.25]",1.0015785694122314
"[8, 8, 1, 0.12, 0, 3, 1.8, 0, 0.25]",1.001136064529419
