Vals,Runtime
"[8, 8, 1, 0.0, 0, 1.1, 0.2, 0, 0.25]",2.9012789726257324
"[8, 8, 1, 0.02, 0, 1.2, 0.3, 0, 0.25]",2.1008455753326416
"[8, 8, 1, 0.04, 0, 1.3, 0.4, 0, 0.25]",2.100796937942505
"[8, 8, 1, 0.06, 0, 1.4, 0.5, 0, 0.25]",-1.0
"[8, 8, 1, 0.08, 0, 1.5, 0.6, 0, 0.25]",-1.0
"[8, 8, 1, 0.1, 0, 1.6, 0.7, 0, 0.25]",-1.0
"[8, 8, 1, 0.12, 0, 1.7, 0.8, 0, 0.25]",-1.0
