Vals,Runtime
"[8, 8, 1, 0, 0, 2, 0, 0, 0.25]",2.700939655303955
"[8, 8, 1, 1, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 2, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 3, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 4, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 5, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 6, 0, 2, 0, 0, 0.25]",-1.0
