Vals,Runtime
"[8, 8, 1, 0.0, 0, 2, 0.2, 0, 0.25]",2.7013580799102783
"[8, 8, 1, 0.02, 0, 2, 0.3, 0, 0.25]",1.8020052909851074
"[8, 8, 1, 0.04, 0, 2, 0.4, 0, 0.25]",1.500702142715454
"[8, 8, 1, 0.06, 0, 2, 0.5, 0, 0.25]",-1.0
"[8, 8, 1, 0.08, 0, 2, 0.6, 0, 0.25]",-1.0
"[8, 8, 1, 0.1, 0, 2, 0.7, 0, 0.25]",-1.0
"[8, 8, 1, 0.12, 0, 2, 0.8, 0, 0.25]",-1.0
