Vals,Runtime
"[8, 8, 1, 0, 0, 2, 0, 0, 0.25]",2.701382875442505
"[8, 8, 1, 1, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 1, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 1, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 1, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 1, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 1, 1, 0, 2, 0, 0, 0.25]",-1.0
