Vals,Runtime
"[8, 8, 6, 0.0, 0.1, 15, 1.2, 0, 0.25]",0.40162038803100586
"[8, 8, 6, 0.02, 0.2, 15, 1.3, 0, 0.25]",0.402785062789917
"[8, 8, 6, 0.04, 0.3, 15, 1.4, 0, 0.25]",0.3009035587310791
"[8, 8, 6, 0.06, 0.4, 15, 1.5, 0, 0.25]",0.30124330520629883
"[8, 8, 6, 0.08, 0.5, 15, 1.6, 0, 0.25]",0.3016171455383301
"[8, 8, 6, 0.1, 0.6, 15, 1.7, 0, 0.25]",0.3015403747558594
"[8, 8, 6, 0.12, 0.7, 15, 1.8, 0, 0.25]",0.4013032913208008
