Vals,Runtime
"[8, 8, 10, 0.5, 0.2, 40, 1.2, 0, 0.25]",-1.0
"[8, 8, 10, 0.5, 0.2, 40, 1.5, 0, 0.25]",-1.0
"[8, 8, 10, 0.5, 0.2, 40, 2.0, 0, 0.25]",-1.0
"[8, 8, 10, 0.5, 0.2, 40, 2.5, 0, 0.25]",2.5005595684051514
"[8, 8, 10, 0.5, 0.2, 40, 3.0, 0, 0.25]",-1.0
"[8, 8, 10, 0.5, 0.2, 40, 3.5, 0, 0.25]",1.000816822052002
"[8, 8, 10, 0.5, 0.2, 40, 4.0, 0, 0.25]",-1.0
