Vals,Runtime
"[8, 8, 1, 0, 0, 2, 0, 0, 0.25]",2.701141357421875
"[8, 8, 2, 0, 0, 2, 0, 0, 0.25]",1.7006871700286865
"[8, 8, 3, 0, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 4, 0, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 5, 0, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 6, 0, 0, 2, 0, 0, 0.25]",-1.0
"[8, 8, 7, 0, 0, 2, 0, 0, 0.25]",-1.0
