Vals,Runtime
"[8, 8, 1, 0.0, 0, 20, 1.2, 0, 0.25]",-1.0
"[8, 8, 1, 0.02, 0, 20, 1.3, 0, 0.25]",1.7017757892608643
"[8, 8, 1, 0.04, 0, 20, 1.4, 0, 0.25]",1.4026927947998047
"[8, 8, 1, 0.06, 0, 20, 1.5, 0, 0.25]",1.4021823406219482
"[8, 8, 1, 0.08, 0, 20, 1.6, 0, 0.25]",-1.0
"[8, 8, 1, 0.1, 0, 20, 1.7, 0, 0.25]",1.0013761520385742
"[8, 8, 1, 0.12, 0, 20, 1.8, 0, 0.25]",-1.0
