Vals,Runtime
"[8, 8, 1, 0.5, 0.2, 1.5, 1.2, 0, 0.25]",2.4012064933776855
"[8, 8, 1, 0.5, 0.2, 1.5, 1.2, 0, 0.25]",-1.0
"[8, 8, 1, 0.5, 0.2, 1.5, 1.2, 0, 0.25]",2.401160717010498
"[8, 8, 1, 0.5, 0.2, 1.5, 1.2, 0, 0.25]",-1.0
"[8, 8, 1, 0.5, 0.2, 1.5, 1.2, 0, 0.25]",-1.0
"[8, 8, 1, 0.5, 0.2, 1.5, 1.2, 0, 0.25]",-1.0
"[8, 8, 1, 0.5, 0.2, 1.5, 1.2, 0, 0.25]",2.701483726501465
