Vals,Runtime
"[8, 8, 1, 0.0, 0, 10, 1.2, 0, 0.25]",2.602642297744751
"[8, 8, 1, 0.02, 0, 10, 1.3, 0, 0.25]",1.701324224472046
"[8, 8, 1, 0.04, 0, 10, 1.4, 0, 0.25]",1.4010021686553955
"[8, 8, 1, 0.06, 0, 10, 1.5, 0, 0.25]",1.2010600566864014
"[8, 8, 1, 0.08, 0, 10, 1.6, 0, 0.25]",1.1020002365112305
"[8, 8, 1, 0.1, 0, 10, 1.7, 0, 0.25]",1.000934362411499
"[8, 8, 1, 0.12, 0, 10, 1.8, 0, 0.25]",0.9009497165679932
