Vals,Runtime
"[8, 8, 1, 0.0, 0, 2, 1.2, 0, 0.25]",2.7014641761779785
"[8, 8, 1, 0.02, 0, 2, 1.3, 0, 0.25]",1.8012490272521973
"[8, 8, 1, 0.04, 0, 2, 1.4, 0, 0.25]",1.5021095275878906
"[8, 8, 1, 0.06, 0, 2, 1.5, 0, 0.25]",1.302210807800293
"[8, 8, 1, 0.08, 0, 2, 1.6, 0, 0.25]",1.2016785144805908
"[8, 8, 1, 0.1, 0, 2, 1.7, 0, 0.25]",1.101355791091919
"[8, 8, 1, 0.12, 0, 2, 1.8, 0, 0.25]",1.0014150142669678
